estid,dayOfMonth,timeOfDay,dayOfWeek,domain_category,url_category
ZHAABGRXDzsAAAAIPytMAw==,11,1,2,15,14
ZHAABGRXDzsAAAAIPytMAw==,17,1,1,10,22
ZHAABGRXDzsAAAAIPytMAw==,11,1,2,10,22
ZHAABGRx52sAAAAJA7RTAw==,26,3,1,15,8
ZHAABGRx52sAAAAJA7RTAw==,26,0,1,15,12
ZHAABGRx52sAAAAJA7RTAw==,13,1,4,4,2
ZHAABGRx52sAAAAJA7RTAw==,9,1,0,4,2
ZHAABGRx52sAAAAJA7RTAw==,9,1,0,4,9
ZHAABGS7JGMAAAAIM1F6Aw==,30,1,0,10,4
ZHAABGS7JGMAAAAIM1F6Aw==,6,2,0,9,9
ZHAABGS7JGMAAAAIM1F6Aw==,6,2,0,9,9
ZHAABGS7JGMAAAAIM1F6Aw==,9,1,0,10,4
ZHAABGS7JGMAAAAIM1F6Aw==,30,1,0,10,4
ZHAABGS7JGMAAAAIM1F6Aw==,9,1,0,10,4
ZHAABGS7JGMAAAAIM1F6Aw==,9,1,0,10,7
ZHAABGSJzqIAAAAIF7LHAw==,28,1,5,13,4
ZHAABGSJzqIAAAAIF7LHAw==,28,1,5,13,13
ZHAABGSJzqIAAAAIF7LHAw==,12,1,3,6,6
ZHAABGSJzqIAAAAIF7LHAw==,25,2,2,13,13
ZHAABGSJzqIAAAAIF7LHAw==,12,0,3,13,13
ZHAABGSJzqIAAAAIF7LHAw==,12,1,3,6,18
ZHAABGSYXIEAAAAIHCQeAw==,15,0,6,2,4
ZHAABGSYXIEAAAAIHCQeAw==,8,1,6,2,7
ZHAABGSYXIEAAAAIHCQeAw==,15,0,6,2,7
ZHAABGSYXIEAAAAIHCQeAw==,15,0,6,2,7
ZHAABGSYXIEAAAAIHCQeAw==,20,2,4,24,23
ZHAABGSYXIEAAAAIHCQeAw==,2,0,3,2,1
ZHAABGSYXIEAAAAIHCQeAw==,2,0,3,2,17
ZHAABGSYXIEAAAAIHCQeAw==,20,1,4,24,21
ZHAABGSYXIEAAAAIHCQeAw==,17,0,1,2,7
ZHAABGSYXIEAAAAIHCQeAw==,15,1,6,2,2
ZHAABGSYXIEAAAAIHCQeAw==,17,0,1,2,1
ZHAABGSYXIEAAAAIHCQeAw==,17,0,1,2,2
ZHAABGSYXIEAAAAIHCQeAw==,17,0,1,2,17
ZHAABGSYXIEAAAAIHCQeAw==,6,1,0,2,4
ZHAABGSYXIEAAAAIHCQeAw==,7,1,1,2,7
ZHAABGSYXIEAAAAIHCQeAw==,7,1,1,2,2
ZHAABGSgEt4AAAAJCMjUAw==,15,2,6,0,21
ZHAABGSgEt4AAAAJCMjUAw==,16,1,0,23,12
ZHAABGSgEt4AAAAJCMjUAw==,16,1,0,23,22
ZHAABGSgEt4AAAAJCMjUAw==,16,1,0,23,22
ZHAABGSgEt4AAAAJCMjUAw==,15,1,6,0,21
ZHAABGSgEt4AAAAJCMjUAw==,9,1,0,0,21
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,23
ZHAABGSopuEAAAAJBm29Aw==,20,1,4,23,23
ZHAABGSopuEAAAAJBm29Aw==,9,1,0,24,4
ZHAABGSopuEAAAAJBm29Aw==,9,1,0,24,23
ZHAABGSopuEAAAAJBm29Aw==,9,1,0,24,16
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,23
ZHAABGSopuEAAAAJBm29Aw==,19,2,3,23,22
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,16,2,0,23,23
ZHAABGSopuEAAAAJBm29Aw==,23,1,0,23,10
ZHAABGSopuEAAAAJBm29Aw==,23,1,0,23,10
ZHAABGSopuEAAAAJBm29Aw==,1,1,2,23,23
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,23
ZHAABGSopuEAAAAJBm29Aw==,14,2,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,20,1,4,23,23
ZHAABGSopuEAAAAJBm29Aw==,20,1,4,23,23
ZHAABGSopuEAAAAJBm29Aw==,15,1,6,23,10
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,10
ZHAABGSopuEAAAAJBm29Aw==,22,1,6,24,23
ZHAABGSopuEAAAAJBm29Aw==,14,2,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,23
ZHAABGSopuEAAAAJBm29Aw==,18,1,2,23,22
ZHAABGSopuEAAAAJBm29Aw==,23,1,0,23,23
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,18,1,2,23,10
ZHAABGSopuEAAAAJBm29Aw==,16,2,0,23,22
ZHAABGSopuEAAAAJBm29Aw==,16,2,0,23,10
ZHAABGSopuEAAAAJBm29Aw==,18,2,2,23,23
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,23
ZHAABGSopuEAAAAJBm29Aw==,2,1,3,23,1
ZHAABGSopuEAAAAJBm29Aw==,15,1,6,23,23
ZHAABGSopuEAAAAJBm29Aw==,20,1,4,23,23
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,14,2,5,23,22
ZHAABGSopuEAAAAJBm29Aw==,19,2,3,23,22
ZHAABGSopuEAAAAJBm29Aw==,20,1,4,23,22
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,23
ZHAABGSopuEAAAAJBm29Aw==,22,1,6,24,4
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,10
ZHAABGSopuEAAAAJBm29Aw==,16,2,0,23,10
ZHAABGSopuEAAAAJBm29Aw==,15,2,6,23,23
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,18,2,2,23,23
ZHAABGSopuEAAAAJBm29Aw==,18,2,2,23,10
ZHAABGSopuEAAAAJBm29Aw==,21,1,5,23,23
ZHAABGSopuEAAAAJBm29Aw==,15,1,6,23,10
ZHAABGSopuEAAAAJBm29Aw==,14,1,5,23,10
ZHAABGSopuEAAAAJBm29Aw==,22,1,6,23,22
ZHAABGStS/UAAAAIB5IwAw==,21,1,5,9,13
ZHAABGStS/UAAAAIB5IwAw==,21,1,5,9,13
ZHAABGStS/UAAAAIB5IwAw==,19,1,3,12,6
ZHAABGStS/UAAAAIB5IwAw==,19,1,3,12,21
ZHAABGStS/UAAAAIB5IwAw==,19,1,3,12,6
ZHAABGT5H7IAAAAIXj6tAw==,30,0,0,23,22
ZHAABGT5H7IAAAAIXj6tAw==,9,1,0,4,1
ZHAABGT5H7IAAAAIXj6tAw==,27,1,4,23,22
ZHAABGT5H7IAAAAIXj6tAw==,19,1,3,23,22
ZHAABGT5H7IAAAAIXj6tAw==,10,1,6,23,22
ZHAABGT5H7IAAAAIXj6tAw==,9,1,0,4,1
ZHAABGT5H7IAAAAIXj6tAw==,6,1,0,23,22
ZHAABGT5H7IAAAAIXj6tAw==,20,0,4,23,22
ZHAABGTQMR8AAAAJBlK6Aw==,1,1,2,4,23
ZHAABGTQMR8AAAAJBlK6Aw==,12,1,3,24,23
ZHAABGTQMR8AAAAJBlK6Aw==,3,1,4,4,22
ZHAABGTQMR8AAAAJBlK6Aw==,1,1,2,4,23
ZHAABGTQMR8AAAAJBlK6Aw==,12,1,3,24,23
ZHAABGTQMR8AAAAJBlK6Aw==,4,1,5,4,23
ZHAABGTQMR8AAAAJBlK6Aw==,12,1,3,24,23
ZHAABGTQMR8AAAAJBlK6Aw==,4,0,5,4,22
ZHAABGTQMR8AAAAJBlK6Aw==,4,0,5,4,23
ZHAABGTQMR8AAAAJBlK6Aw==,12,1,3,24,23
ZHAABGTf6CAAAAAJA7fyAw==,2,1,3,21,4
ZHAABGTf6CAAAAAJA7fyAw==,4,1,5,21,13
ZHAABGTf6CAAAAAJA7fyAw==,20,1,4,14,13
ZHAABGTf6CAAAAAJA7fyAw==,11,1,2,21,4
ZHAABGTf6CAAAAAJA7fyAw==,25,1,2,14,13
ZHAABGTf6CAAAAAJA7fyAw==,4,1,5,21,13
ZHAABGThpaMAAAAJI9iaAw==,23,1,0,15,22
ZHAABGThpaMAAAAJI9iaAw==,12,0,3,15,22
ZHAABGThpaMAAAAJI9iaAw==,24,1,1,15,22
ZHAABGThpaMAAAAJI9iaAw==,24,1,1,15,22
ZHAABGThpaMAAAAJI9iaAw==,1,1,2,15,22
ZHAABGThpaMAAAAJI9iaAw==,2,1,3,0,16
ZHAABGThpaMAAAAJI9iaAw==,14,1,5,15,22
ZHAABGThpaMAAAAJI9iaAw==,2,1,3,0,16
ZHAABGThpaMAAAAJI9iaAw==,14,1,5,15,8
ZHAABGTise4AAAAISfTcAw==,17,2,1,4,16
ZHAABGTise4AAAAISfTcAw==,15,1,6,15,8
ZHAABGTise4AAAAISfTcAw==,22,0,6,15,22
ZHAABGTise4AAAAISfTcAw==,22,3,6,4,16
ZHAABGTise4AAAAISfTcAw==,22,3,6,4,2
ZHAABGUNVBoAAAAIJ3UYAw==,13,0,4,17,4
ZHAABGUNVBoAAAAIJ3UYAw==,13,1,4,15,22
ZHAABGUNVBoAAAAIJ3UYAw==,11,2,2,17,4
ZHAABGUNVBoAAAAIJ3UYAw==,18,1,2,15,22
ZHAABGVeSc8AAAAIJjYJAw==,3,1,4,13,6
ZHAABGVeSc8AAAAIJjYJAw==,3,1,4,21,2
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,21,5
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,21,7
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,13,13
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,13,6
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,21,7
ZHAABGVeSc8AAAAIJjYJAw==,3,1,4,21,2
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,13,13
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,21,5
ZHAABGVeSc8AAAAIJjYJAw==,11,1,2,21,5
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,16
ZHAABWOOq9cAAAAIBekrAw==,11,1,0,5,15
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,16
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,5,5
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,17
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,16
ZHAABWOOq9cAAAAIBekrAw==,11,1,0,5,12
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,5,12
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,16
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,12,17
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,5,8
ZHAABWOOq9cAAAAIBekrAw==,10,1,6,5,5
ZHAABWOOq9cAAAAIBekrAw==,11,1,0,5,15
ZHAABWP+0QUAAAAIf82OAw==,8,0,6,10,2
ZHAABWP+0QUAAAAIf82OAw==,8,0,6,10,4
ZHAABWP+0QUAAAAIf82OAw==,8,2,6,10,2
ZHAABWP+0QUAAAAIf82OAw==,8,2,6,10,4
ZHAABWP+0QUAAAAIf82OAw==,4,1,5,7,4
ZHAABWP+0QUAAAAIf82OAw==,4,1,5,7,21
ZHAABWP+0QUAAAAIf82OAw==,17,0,1,10,2
ZHAABWPtrb4AAAAITWYEAw==,2,1,3,0,0
ZHAABWPtrb4AAAAITWYEAw==,2,1,3,0,4
ZHAABWPtrb4AAAAITWYEAw==,29,2,6,4,16
ZHAABWPtrb4AAAAITWYEAw==,2,1,3,0,4
ZHAABWPtrb4AAAAITWYEAw==,2,2,3,0,4
ZHAABWPtrb4AAAAITWYEAw==,2,2,3,0,13
ZHAABWPtrb4AAAAITWYEAw==,29,2,6,4,2
ZHAABWPtrb4AAAAITWYEAw==,28,0,5,4,2
ZHAABWPtrb4AAAAITWYEAw==,2,1,3,0,0
ZHAABWPtrb4AAAAITWYEAw==,2,2,3,0,4
ZHAABWPtrb4AAAAITWYEAw==,30,1,0,4,2
ZHAABWPtrb4AAAAITWYEAw==,30,1,0,4,16
ZHAABWPtrb4AAAAITWYEAw==,29,2,6,4,2
ZHAABWQk3zwAAAAIEjSRAw==,29,1,6,0,16
ZHAABWQk3zwAAAAIEjSRAw==,14,1,5,0,16
ZHAABWQk3zwAAAAIEjSRAw==,20,2,4,21,9
ZHAABWQk3zwAAAAIEjSRAw==,20,2,4,0,16
ZHAABWQk3zwAAAAIEjSRAw==,2,2,3,0,16
ZHAABWQk3zwAAAAIEjSRAw==,21,1,5,0,16
ZHAABWQk3zwAAAAIEjSRAw==,30,2,0,21,16
ZHAABWQk3zwAAAAIEjSRAw==,0,1,1,21,16
ZHAABWQk3zwAAAAIEjSRAw==,19,2,3,21,2
ZHAABWQk3zwAAAAIEjSRAw==,5,1,6,21,4
ZHAABWQk3zwAAAAIEjSRAw==,17,2,1,21,2
ZHAABWQk3zwAAAAIEjSRAw==,17,2,1,21,9
ZHAABWQk3zwAAAAIEjSRAw==,30,2,0,0,16
ZHAABWQk3zwAAAAIEjSRAw==,29,1,6,21,16
ZHAABWQk3zwAAAAIEjSRAw==,4,2,5,0,16
ZHAABWQk3zwAAAAIEjSRAw==,9,1,0,0,16
ZHAABWQk3zwAAAAIEjSRAw==,17,2,1,21,9
ZHAABWQk3zwAAAAIEjSRAw==,6,1,0,0,16
ZHAABWQtdXwAAAAIBoQXAw==,28,1,5,15,14
ZHAABWQtdXwAAAAIBoQXAw==,28,0,5,15,14
ZHAABWQtdXwAAAAIBoQXAw==,3,1,4,15,14
ZHAABWQtdXwAAAAIBoQXAw==,0,1,1,15,14
ZHAABWQtdXwAAAAIBoQXAw==,18,0,2,15,4
ZHAABWQtdXwAAAAIBoQXAw==,16,0,0,15,14
ZHAABWQtdXwAAAAIBoQXAw==,28,1,5,0,19
ZHAABWQtdXwAAAAIBoQXAw==,12,0,3,15,14
ZHAABWQtdXwAAAAIBoQXAw==,11,1,2,0,0
ZHAABWQtdXwAAAAIBoQXAw==,19,0,3,15,14
ZHAABWQtdXwAAAAIBoQXAw==,29,1,6,15,14
ZHAABWQtdXwAAAAIBoQXAw==,0,1,1,15,14
ZHAABWQtdXwAAAAIBoQXAw==,21,0,5,15,14
ZHAABWR7Q0cAAAAJD8LaAw==,21,1,5,18,1
ZHAABWR7Q0cAAAAJD8LaAw==,4,2,5,18,17
ZHAABWR7Q0cAAAAJD8LaAw==,4,2,5,18,17
ZHAABWR7Q0cAAAAJD8LaAw==,5,1,6,0,14
ZHAABWR7Q0cAAAAJD8LaAw==,5,1,6,0,15
ZHAABWR7Q0cAAAAJD8LaAw==,4,2,5,18,17
ZHAABWR7Q0cAAAAJD8LaAw==,5,1,6,0,0
ZHAABWRWs+EAAAAJBEShAw==,29,0,6,16,4
ZHAABWRWs+EAAAAJBEShAw==,24,1,1,12,1
ZHAABWRWs+EAAAAJBEShAw==,24,1,1,1,1
ZHAABWRWs+EAAAAJBEShAw==,29,0,6,16,4
ZHAABWRWs+EAAAAJBEShAw==,24,1,1,12,1
ZHAABWRWs+EAAAAJBEShAw==,23,1,0,1,1
ZHAABWRqCvoAAAAID97/Aw==,29,2,6,4,13
ZHAABWRqCvoAAAAID97/Aw==,29,2,6,4,13
ZHAABWRqCvoAAAAID97/Aw==,29,2,6,4,15
ZHAABWRqCvoAAAAID97/Aw==,24,1,1,4,5
ZHAABWRqCvoAAAAID97/Aw==,24,1,1,4,6
ZHAABWRqCvoAAAAID97/Aw==,24,1,1,4,4
ZHAABWRqCvoAAAAID97/Aw==,28,1,5,4,6
ZHAABWRqCvoAAAAID97/Aw==,29,1,6,4,4
ZHAABWRqCvoAAAAID97/Aw==,29,1,6,13,19
ZHAABWRqCvoAAAAID97/Aw==,0,0,1,4,5
ZHAABWRqCvoAAAAID97/Aw==,0,0,1,4,4
ZHAABWRqCvoAAAAID97/Aw==,24,1,1,4,4
ZHAABWRqCvoAAAAID97/Aw==,24,1,1,4,5
ZHAABWRqCvoAAAAID97/Aw==,21,0,5,13,4
ZHAABWRyFj0AAAAIFtscAw==,3,1,4,11,15
ZHAABWRyFj0AAAAIFtscAw==,28,0,5,11,15
ZHAABWRyFj0AAAAIFtscAw==,6,2,0,8,4
ZHAABWRyFj0AAAAIFtscAw==,6,2,0,8,12
ZHAABWRyFj0AAAAIFtscAw==,6,2,0,8,4
ZHAABWRyFj0AAAAIFtscAw==,28,1,5,11,8
ZHAABWRyFj0AAAAIFtscAw==,6,2,0,8,12
ZHAABWRyFj0AAAAIFtscAw==,0,1,1,11,8
ZHAABWRyFj0AAAAIFtscAw==,28,1,5,11,15
ZHAABWRyFj0AAAAIFtscAw==,28,1,5,11,15
ZHAABWRyFj0AAAAIFtscAw==,28,0,5,11,15
ZHAABWRyFj0AAAAIFtscAw==,6,0,0,11,15
ZHAABWRyFj0AAAAIFtscAw==,3,1,4,11,8
ZHAABWRyFj0AAAAIFtscAw==,28,1,5,11,8
ZHAABWRyFj0AAAAIFtscAw==,24,1,1,11,8
ZHAABWRyFj0AAAAIFtscAw==,5,1,6,8,12
ZHAABWRyFj0AAAAIFtscAw==,28,1,5,8,15
ZHAABWRyLNYAAAAIHMIMAw==,9,2,0,4,4
ZHAABWRyLNYAAAAIHMIMAw==,9,2,0,4,13
ZHAABWRyLNYAAAAIHMIMAw==,5,1,6,4,12
ZHAABWRyLNYAAAAIHMIMAw==,4,1,5,9,21
ZHAABWRyLNYAAAAIHMIMAw==,4,1,5,9,21
ZHAABWRyLNYAAAAIHMIMAw==,4,1,5,9,9
ZHAABWRyLNYAAAAIHMIMAw==,9,2,0,4,1
ZHAABWSgVOQAAAAIBB6eAw==,21,1,5,3,0
ZHAABWSgVOQAAAAIBB6eAw==,4,1,5,22,5
ZHAABWSgVOQAAAAIBB6eAw==,4,1,5,22,4
ZHAABWSgVOQAAAAIBB6eAw==,4,1,5,22,4
ZHAABWSgVOQAAAAIBB6eAw==,30,1,0,3,2
ZHAABWSgVOQAAAAIBB6eAw==,4,1,5,22,5
ZHAABWSgVOQAAAAIBB6eAw==,4,1,5,22,4
ZHAABWSgVOQAAAAIBB6eAw==,2,2,3,3,0
ZHAABWSsQH0AAAAIIykAAw==,18,1,2,3,16
ZHAABWSsQH0AAAAIIykAAw==,30,1,0,4,16
ZHAABWSsQH0AAAAIIykAAw==,0,0,1,4,16
ZHAABWSsQH0AAAAIIykAAw==,0,0,1,4,4
ZHAABWSsQH0AAAAIIykAAw==,20,2,4,4,16
ZHAABWSsQH0AAAAIIykAAw==,5,1,6,4,16
ZHAABWSsQH0AAAAIIykAAw==,3,1,4,4,16
ZHAABWSsQH0AAAAIIykAAw==,24,0,1,3,16
ZHAABWSsQH0AAAAIIykAAw==,5,3,6,4,2
ZHAABWSsQH0AAAAIIykAAw==,22,0,6,4,16
ZHAABWSsQH0AAAAIIykAAw==,2,1,3,4,2
ZHAABWSsQH0AAAAIIykAAw==,30,2,0,4,2
ZHAABWTOfzMAAAAIEDeVAw==,11,1,2,11,8
ZHAABWTOfzMAAAAIEDeVAw==,21,1,5,11,15
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,9,13
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,9,13
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,9,13
ZHAABWTOfzMAAAAIEDeVAw==,29,1,6,11,14
ZHAABWTOfzMAAAAIEDeVAw==,1,1,2,11,8
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,9,13
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,11,8
ZHAABWTOfzMAAAAIEDeVAw==,19,1,3,11,8
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,9,13
ZHAABWTOfzMAAAAIEDeVAw==,1,2,2,9,13
ZHAABWTOfzMAAAAIEDeVAw==,19,1,3,11,15
ZHAABWTOfzMAAAAIEDeVAw==,0,1,1,11,8
ZHAABWTP6isAAAAIPj55Aw==,21,1,5,5,1
ZHAABWTP6isAAAAIPj55Aw==,21,1,5,5,5
ZHAABWTP6isAAAAIPj55Aw==,12,1,3,9,17
ZHAABWTP6isAAAAIPj55Aw==,12,1,3,9,9
ZHAABWTP6isAAAAIPj55Aw==,5,1,6,9,4
ZHAABWTcQyYAAAAIBY2hAw==,21,1,5,4,4
ZHAABWTcQyYAAAAIBY2hAw==,21,1,5,4,4
ZHAABWTcQyYAAAAIBY2hAw==,1,1,2,15,22
ZHAABWTcQyYAAAAIBY2hAw==,14,1,5,15,8
ZHAABWTcQyYAAAAIBY2hAw==,14,1,5,15,22
ZHAABWTcQyYAAAAIBY2hAw==,1,1,2,15,8
ZHAABWTcQyYAAAAIBY2hAw==,14,1,5,15,8
ZHAABWTsyjUAAAAICQXwAw==,30,1,0,3,16
ZHAABWTsyjUAAAAICQXwAw==,28,0,5,4,16
ZHAABWTsyjUAAAAICQXwAw==,18,0,2,3,16
ZHAABWTsyjUAAAAICQXwAw==,20,0,4,4,16
ZHAABWTsyjUAAAAICQXwAw==,30,1,0,3,2
ZHAABWUMIbcAAAAIAyksAw==,23,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,17,0,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,17,0,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,25,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,23,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,4,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,21,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,30,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,6,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,2,2,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,11,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,30,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,20,0,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,0,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,0,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,6,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,30,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,6,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,29,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,23,2,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,0,1,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,8,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,13,1,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,27,1,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,20,0,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,24,1,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,27,0,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,19,1,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,20,2,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,19,1,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,5,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,18,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,11,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,30,2,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,21,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,12,1,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,2,0,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,8,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,17,1,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,11,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,5,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,11,1,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,21,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,15,0,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,14,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,3,1,4,15,14
ZHAABWUMIbcAAAAIAyksAw==,7,1,1,15,14
ZHAABWUMIbcAAAAIAyksAw==,18,0,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,0,2,4,5
ZHAABWUMIbcAAAAIAyksAw==,22,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,15,0,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,2,0,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,5,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,28,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,11,2,2,15,14
ZHAABWUMIbcAAAAIAyksAw==,19,1,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,21,1,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,12,1,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,15,0,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,5,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,2,0,3,15,14
ZHAABWUMIbcAAAAIAyksAw==,4,0,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,4,2,5,15,14
ZHAABWUMIbcAAAAIAyksAw==,15,0,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,16,1,0,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,0,2,4,1
ZHAABWUMIbcAAAAIAyksAw==,1,0,2,4,5
ZHAABWUMIbcAAAAIAyksAw==,5,1,6,15,14
ZHAABWUMIbcAAAAIAyksAw==,1,1,2,15,14
ZHAABWUNXaoAAAAIKeSMAw==,29,1,6,4,2
ZHAABWUNXaoAAAAIKeSMAw==,29,1,6,4,16
ZHAABWUNXaoAAAAIKeSMAw==,18,1,2,4,4
ZHAABWUNXaoAAAAIKeSMAw==,22,1,6,4,16
ZHAABWUNXaoAAAAIKeSMAw==,20,1,4,4,16
ZHAABWUNXaoAAAAIKeSMAw==,30,1,0,3,16
ZHAABWUNXaoAAAAIKeSMAw==,24,0,1,3,16
ZHAABWUNXaoAAAAIKeSMAw==,0,0,1,3,16
ZHAABmP+C3YAAAANK/QGAw==,25,1,2,10,22
ZHAABmP+C3YAAAANK/QGAw==,28,1,5,15,4
ZHAABmP+C3YAAAANK/QGAw==,27,1,4,15,22
ZHAABmP+C3YAAAANK/QGAw==,22,1,6,15,13
ZHAABmP+C3YAAAANK/QGAw==,22,1,6,15,13
ZHAABmP+C3YAAAANK/QGAw==,15,3,6,10,22
ZHAABmP+tK0AAAANLjthAw==,15,1,6,1,1
ZHAABmP+tK0AAAANLjthAw==,15,1,6,1,1
ZHAABmP+tK0AAAANLjthAw==,9,2,0,22,1
ZHAABmP+tK0AAAANLjthAw==,9,2,0,22,21
ZHAABmP+tK0AAAANLjthAw==,8,1,6,22,1
ZHAABmP+tK0AAAANLjthAw==,25,2,2,22,1
ZHAABmP+tK0AAAANLjthAw==,29,1,6,22,21
ZHAABmP0PaMAAAAIPcvwAw==,26,1,1,7,21
ZHAABmP0PaMAAAAIPcvwAw==,26,1,1,7,7
ZHAABmP0PaMAAAAIPcvwAw==,26,1,1,7,21
ZHAABmP0PaMAAAAIPcvwAw==,13,0,4,15,4
