estid,dayOfMonth,timeOfDay,dayOfWeek,domain_category,url_category
ZGoAA2Q/4xgAAAAIWo30Aw==,28,2,5,19,18
ZGoAA2Q/4xgAAAAIWo30Aw==,10,2,6,19,18
ZGoAA2Q/4xgAAAAIWo30Aw==,1,0,2,24,7
ZGoAA2Q/4xgAAAAIWo30Aw==,28,2,5,19,18
ZGoAA2Q/4xgAAAAIWo30Aw==,27,1,2,4,0
ZGoAA2Q/4xgAAAAIWo30Aw==,27,1,2,4,0
ZGoAA2QX5G8AAAAIJegdAw==,8,1,6,22,10
ZGoAA2QX5G8AAAAIJegdAw==,17,0,1,11,8
ZGoAA2QX5G8AAAAIJegdAw==,17,0,1,11,8
ZGoAA2QX5G8AAAAIJegdAw==,1,1,2,11,8
ZGoAA2QX5G8AAAAIJegdAw==,23,1,0,22,10
ZGoAA2QX5G8AAAAIJegdAw==,18,0,2,11,21
ZGoAA2QX5G8AAAAIJegdAw==,26,0,1,11,8
ZGoAA2QX5G8AAAAIJegdAw==,19,0,3,11,15
ZGoAA2RSzDYAAAAIKfDHAw==,17,1,1,15,9
ZGoAA2RSzDYAAAAIKfDHAw==,17,1,1,15,7
ZGoAA2RSzDYAAAAIKfDHAw==,17,1,1,15,7
ZGoAA2RSzDYAAAAIKfDHAw==,14,1,5,6,4
ZGoAA2RSzDYAAAAIKfDHAw==,14,1,5,6,5
ZGoAA2RSzDYAAAAIKfDHAw==,14,1,5,6,4
ZGoAA2Ra6FsAAAAIFtLAAw==,2,1,3,17,5
ZGoAA2Ra6FsAAAAIFtLAAw==,2,1,3,17,4
ZGoAA2Ra6FsAAAAIFtLAAw==,25,1,2,16,4
ZGoAA2Ra6FsAAAAIFtLAAw==,25,1,2,16,4
ZGoAA2Ra6FsAAAAIFtLAAw==,25,1,2,16,4
ZGoAA2SDa0wAAAAJGxcEAw==,10,1,1,5,8
ZGoAA2SDa0wAAAAJGxcEAw==,4,1,5,15,4
ZGoAA2SDa0wAAAAJGxcEAw==,4,2,5,15,22
ZGoAA2SDa0wAAAAJGxcEAw==,10,1,6,5,12
ZGoAA2SDa0wAAAAJGxcEAw==,10,1,6,5,12
ZGoAA2SDa0wAAAAJGxcEAw==,10,1,6,5,8
ZGoAAGQ0504AAAAJDNHIAw==,24,2,1,9,9
ZGoAAGQ0504AAAAJDNHIAw==,29,2,6,3,9
ZGoAAGQ0504AAAAJDNHIAw==,29,2,6,3,9
ZGoAAGQ0504AAAAJDNHIAw==,29,2,6,3,9
ZGoAAGQ0504AAAAJDNHIAw==,29,2,6,3,20
ZGoAAGQ0504AAAAJDNHIAw==,18,1,2,9,7
ZGoAAGQ0504AAAAJDNHIAw==,29,2,6,3,20
ZGoAAGQh50QAAAAKDc19Aw==,19,0,3,4,4
ZGoAAGQh50QAAAAKDc19Aw==,13,1,4,17,1
ZGoAAGQh50QAAAAKDc19Aw==,25,1,2,4,7
ZGoAAGQh50QAAAAKDc19Aw==,25,1,2,4,4
ZGoAAGQh50QAAAAKDc19Aw==,13,1,4,17,6
ZGoAAGQh50QAAAAKDc19Aw==,2,0,3,17,4
ZGoAAGR7LnkAAAAIA2GnAw==,2,1,3,7,16
ZGoAAGR7LnkAAAAIA2GnAw==,0,2,1,24,6
ZGoAAGR7LnkAAAAIA2GnAw==,0,2,1,24,3
ZGoAAGR7LnkAAAAIA2GnAw==,0,2,1,24,1
ZGoAAGR7LnkAAAAIA2GnAw==,2,1,3,7,2
ZGoAAGR7LnkAAAAIA2GnAw==,25,0,2,24,12
ZGoAAGR7LnkAAAAIA2GnAw==,0,2,1,24,6
ZGoAAGR7LnkAAAAIA2GnAw==,0,2,1,24,21
ZGoAAGSHdQwAAAAIIxI5Aw==,26,1,1,10,22
ZGoAAGSHdQwAAAAIIxI5Aw==,26,1,1,10,22
ZGoAAGSHdQwAAAAIIxI5Aw==,26,1,1,10,22
ZGoAAGSHdQwAAAAIIxI5Aw==,26,0,1,1,1
ZGoAAGSHdQwAAAAIIxI5Aw==,30,1,0,1,1
ZGoAAGSHdQwAAAAIIxI5Aw==,0,1,1,10,22
ZGoAAWQZHZAAAAAINYEzAw==,9,1,0,7,23
ZGoAAWQZHZAAAAAINYEzAw==,9,1,0,7,7
ZGoAAWQZHZAAAAAINYEzAw==,13,3,4,0,5
ZGoAAWQZHZAAAAAINYEzAw==,13,3,4,0,21
ZGoAAWQZHZAAAAAINYEzAw==,9,1,0,7,7
ZGoAAWQgt/4AAAAIDO2WAw==,1,1,2,0,4
ZGoAAWQgt/4AAAAIDO2WAw==,16,1,0,0,4
ZGoAAWQgt/4AAAAIDO2WAw==,25,1,2,4,4
ZGoAAWQgt/4AAAAIDO2WAw==,1,1,2,4,4
ZGoAAWR+h88AAAAJY5JEAw==,14,2,5,6,6
ZGoAAWR+h88AAAAJY5JEAw==,14,2,5,6,18
ZGoAAWR+h88AAAAJY5JEAw==,24,0,1,5,21
ZGoAAWR+h88AAAAJY5JEAw==,14,2,5,6,6
ZGoAAWR+h88AAAAJY5JEAw==,24,0,1,5,21
ZGoAAWSB8XUAAAAICc5dAw==,2,0,3,10,9
ZGoAAWSB8XUAAAAICc5dAw==,2,0,3,10,9
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,22
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,22
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,9
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,9
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,22
ZGoAAWSB8XUAAAAICc5dAw==,4,1,5,23,22
ZGoAAWSFOdgAAAAIOsWZAw==,23,2,0,3,20
ZGoAAWSFOdgAAAAIOsWZAw==,23,2,0,3,7
ZGoAAWSFOdgAAAAIOsWZAw==,23,2,0,3,20
ZGoAAWSFOdgAAAAIOsWZAw==,22,0,6,15,14
ZGoAAWSFOdgAAAAIOsWZAw==,22,0,6,15,14
ZGoAAWSFOdgAAAAIOsWZAw==,9,1,0,15,14
ZGoAAmPCgx0AAAAJZRD3Aw==,30,2,0,9,4
ZGoAAmPCgx0AAAAJZRD3Aw==,1,2,2,12,14
ZGoAAmPCgx0AAAAJZRD3Aw==,30,2,0,9,4
ZGoAAmPCgx0AAAAJZRD3Aw==,17,2,1,12,21
ZGoAAmPCgx0AAAAJZRD3Aw==,11,2,2,9,22
ZGoAAmPZviIAAAAILHOyAw==,30,2,0,14,1
ZGoAAmPZviIAAAAILHOyAw==,30,2,0,14,1
ZGoAAmPZviIAAAAILHOyAw==,5,1,6,9,10
ZGoAAmPZviIAAAAILHOyAw==,5,1,6,9,9
ZGoAAmPZviIAAAAILHOyAw==,6,1,0,15,22
ZGoAAmPZviIAAAAILHOyAw==,16,1,0,9,10
ZGoAAmPZviIAAAAILHOyAw==,4,1,5,9,10
ZGoAAmPZviIAAAAILHOyAw==,29,0,6,15,22
ZGoAAmPZviIAAAAILHOyAw==,5,1,6,9,10
ZGoAAmPZviIAAAAILHOyAw==,3,1,4,9,10
ZGoAAmPZviIAAAAILHOyAw==,30,1,0,14,5
ZGoAAmPZviIAAAAILHOyAw==,5,0,6,9,9
ZGoAAmPZviIAAAAILHOyAw==,6,1,0,9,10
ZGoAAmPtfvAAAAAIPgpgAw==,4,1,5,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,18,1,2,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,15,1,6,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,4,1,5,7,12
ZGoAAmPtfvAAAAAIPgpgAw==,26,1,1,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,25,1,2,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,5,1,6,19,18
ZGoAAmPtfvAAAAAIPgpgAw==,13,2,4,7,21
ZGoAAmQ+ipYAAAAIbLUfAw==,17,1,1,4,5
ZGoAAmQ+ipYAAAAIbLUfAw==,17,1,1,4,5
ZGoAAmQ+ipYAAAAIbLUfAw==,0,1,1,3,1
ZGoAAmQ+ipYAAAAIbLUfAw==,0,1,1,3,12
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,20,1,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,25,2,2,5,4
ZGoAAmQ8IJoAAAAJMSCsAw==,25,2,2,5,2
ZGoAAmQ8IJoAAAAJMSCsAw==,21,1,5,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,21,1,5,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,25,2,2,5,4
ZGoAAmQ8IJoAAAAJMSCsAw==,25,2,2,5,4
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,20,1,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,2,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,12,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,26,1,3,5,2
ZGoAAmQ8IJoAAAAJMSCsAw==,18,2,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,20,2,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,21,1,5,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,21,1,5,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,25,1,2,5,4
ZGoAAmQ8IJoAAAAJMSCsAw==,9,1,0,5,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,26,1,3,5,2
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,21,1,5,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,13,1,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,25,1,2,5,2
ZGoAAmQ8IJoAAAAJMSCsAw==,20,2,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,0,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,20,1,4,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,18,1,2,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,17,1,1,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,19,1,3,4,21
ZGoAAmQ8IJoAAAAJMSCsAw==,25,2,2,5,2
ZGoAAmQ8IJoAAAAJMSCsAw==,19,2,3,4,21
ZGoAAmR58JYAAAAIb/rCAw==,10,2,6,11,15
ZGoAAmR58JYAAAAIb/rCAw==,24,1,1,11,8
ZGoAAmR58JYAAAAIb/rCAw==,11,0,2,11,8
ZGoAAmR58JYAAAAIb/rCAw==,11,0,2,11,8
ZGoAAmR58JYAAAAIb/rCAw==,24,1,1,15,13
ZGoAAmR58JYAAAAIb/rCAw==,10,2,6,11,8
ZGoAAmR58JYAAAAIb/rCAw==,29,0,6,11,15
ZGoAAmR58JYAAAAIb/rCAw==,24,1,1,11,15
ZGoAAmR58JYAAAAIb/rCAw==,10,2,6,11,8
ZGoAAmR58JYAAAAIb/rCAw==,10,2,6,11,15
ZGoAAmR58JYAAAAIb/rCAw==,11,0,2,11,15
ZGoAAmR58JYAAAAIb/rCAw==,12,2,3,11,15
ZGoAAmR58JYAAAAIb/rCAw==,9,1,0,11,8
ZGoAAmR58JYAAAAIb/rCAw==,10,2,6,11,8
ZGoAAmR58JYAAAAIb/rCAw==,12,2,3,11,8
ZGoAAmR58JYAAAAIb/rCAw==,22,2,6,15,16
ZGoAAmRArwkAAAAIDwF0Aw==,30,1,0,11,1
ZGoAAmRArwkAAAAIDwF0Aw==,28,0,5,11,1
ZGoAAmRArwkAAAAIDwF0Aw==,4,1,5,8,8
ZGoAAmRArwkAAAAIDwF0Aw==,28,1,5,11,8
ZGoAAmRArwkAAAAIDwF0Aw==,29,0,6,11,8
ZGoAAmRArwkAAAAIDwF0Aw==,30,1,0,11,1
ZGoAAmRArwkAAAAIDwF0Aw==,30,1,0,11,4
ZGoAAmRArwkAAAAIDwF0Aw==,4,0,5,8,8
ZGoAAmRFnYwAAAAIC70lAw==,13,0,4,15,8
ZGoAAmRFnYwAAAAIC70lAw==,10,1,1,0,14
ZGoAAmRFnYwAAAAIC70lAw==,5,1,6,0,22
ZGoAAmRFnYwAAAAIC70lAw==,23,1,0,0,14
ZGoAAmRFnYwAAAAIC70lAw==,15,2,6,15,8
ZGoAAmRN0iUAAAAJPyD3Aw==,21,0,5,2,7
ZGoAAmRN0iUAAAAJPyD3Aw==,29,1,6,10,2
ZGoAAmRN0iUAAAAJPyD3Aw==,29,1,6,10,23
ZGoAAmRN0iUAAAAJPyD3Aw==,16,2,0,0,4
ZGoAAmRN0iUAAAAJPyD3Aw==,16,2,0,0,4
ZGoAAmRN0iUAAAAJPyD3Aw==,20,1,4,2,2
ZGoAAmRN0iUAAAAJPyD3Aw==,20,1,4,2,2
ZGoAAmRN0iUAAAAJPyD3Aw==,20,1,4,2,2
ZGoAAmRN0iUAAAAJPyD3Aw==,29,1,6,10,2
ZGoAAmRW6jgAAAAKbGOQAw==,5,1,6,22,7
ZGoAAmRW6jgAAAAKbGOQAw==,2,3,3,0,16
ZGoAAmRW6jgAAAAKbGOQAw==,2,3,3,0,16
ZGoAAmRW6jgAAAAKbGOQAw==,2,3,3,0,22
ZGoAAmRW6jgAAAAKbGOQAw==,2,3,3,0,2
ZGoAAmRW6jgAAAAKbGOQAw==,6,1,0,22,7
ZGoAAmRf4w4AAAAJE8m/Aw==,26,1,3,10,22
ZGoAAmRf4w4AAAAJE8m/Aw==,26,1,3,10,22
ZGoAAmRf4w4AAAAJE8m/Aw==,26,1,3,10,22
ZGoAAmRf4w4AAAAJE8m/Aw==,26,1,3,10,22
ZGoAAmRf4w4AAAAJE8m/Aw==,23,1,0,10,8
ZGoAAmRf4w4AAAAJE8m/Aw==,23,1,0,10,22
ZGoAAmRf4w4AAAAJE8m/Aw==,27,2,4,15,22
ZGoAAmRf4w4AAAAJE8m/Aw==,27,2,4,15,22
ZGoAB2PTQmsAAAAIPf04Aw==,14,0,5,15,14
ZGoAB2PTQmsAAAAIPf04Aw==,14,0,5,15,22
ZGoAB2PTQmsAAAAIPf04Aw==,10,1,6,4,23
ZGoAB2PTQmsAAAAIPf04Aw==,30,1,0,4,23
ZGoAB2PTQmsAAAAIPf04Aw==,10,1,6,4,1
ZGoAB2PTQmsAAAAIPf04Aw==,30,1,0,4,1
ZGoAB2PTQmsAAAAIPf04Aw==,16,1,0,4,1
ZGoAB2Ps0hQAAAAIAxGYAw==,18,1,2,15,22
ZGoAB2Ps0hQAAAAIAxGYAw==,18,1,2,15,22
ZGoAB2Ps0hQAAAAIAxGYAw==,18,1,2,15,22
ZGoAB2Ps0hQAAAAIAxGYAw==,19,1,3,15,22
ZGoAB2Ps0hQAAAAIAxGYAw==,18,1,2,15,22
ZGoAB2Ps0hQAAAAIAxGYAw==,18,0,2,23,12
ZGoAB2Ps0hQAAAAIAxGYAw==,24,0,1,23,12
ZGoAB2QYzcEAAAAIGFBYAw==,23,2,0,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,3,1,4,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,3,1,4,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,8,3,6,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,30,2,0,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,26,0,1,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,2,1,3,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,27,2,4,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,5,1,6,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,27,1,4,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,5,0,6,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,16,1,0,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,14,1,5,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,10,1,1,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,16,1,0,11,15
ZGoAB2QYzcEAAAAIGFBYAw==,13,1,4,15,5
ZGoAB2QYzcEAAAAIGFBYAw==,23,0,0,11,8
ZGoAB2QYzcEAAAAIGFBYAw==,13,1,4,15,13
ZGoAB2QYzcEAAAAIGFBYAw==,13,1,4,15,16
ZGoAB2QYzcEAAAAIGFBYAw==,9,2,0,11,15
ZGoAB2QebwcAAAAIdizZAw==,13,2,4,0,5
ZGoAB2QebwcAAAAIdizZAw==,13,2,4,0,12
ZGoAB2QebwcAAAAIdizZAw==,26,2,1,14,3
ZGoAB2QebwcAAAAIdizZAw==,1,0,2,0,5
ZGoAB2QebwcAAAAIdizZAw==,1,0,2,0,12
ZGoAB2QebwcAAAAIdizZAw==,26,2,1,14,3
ZGoAB2QguHoAAAAIZhSYAw==,17,1,1,1,1
ZGoAB2QguHoAAAAIZhSYAw==,1,1,2,1,1
ZGoAB2QguHoAAAAIZhSYAw==,1,1,2,13,4
ZGoAB2QguHoAAAAIZhSYAw==,1,1,2,13,5
ZGoAB2QguHoAAAAIZhSYAw==,22,0,6,12,6
ZGoAB2QguHoAAAAIZhSYAw==,22,0,6,12,0
ZGoAB2Qr+D4AAAAIBD4AAw==,9,1,0,14,6
ZGoAB2Qr+D4AAAAIBD4AAw==,9,0,0,13,9
ZGoAB2Qr+D4AAAAIBD4AAw==,10,1,1,14,6
ZGoAB2Qr+D4AAAAIBD4AAw==,9,0,0,13,6
ZGoAB2Qr+D4AAAAIBD4AAw==,9,1,0,14,6
ZGoAB2Qr+D4AAAAIBD4AAw==,10,2,6,13,6
ZGoAB2RcSJcAAAAIPdB/Aw==,4,1,5,23,22
ZGoAB2RcSJcAAAAIPdB/Aw==,2,1,3,12,6
ZGoAB2RcSJcAAAAIPdB/Aw==,2,1,3,12,10
ZGoAB2RcSJcAAAAIPdB/Aw==,16,0,0,23,22
ZGoABGPrfrYAAAAICGBaAw==,3,2,4,4,10
ZGoABGPrfrYAAAAICGBaAw==,17,1,1,14,14
ZGoABGPrfrYAAAAICGBaAw==,2,1,3,4,22
ZGoABGPrfrYAAAAICGBaAw==,9,2,0,17,16
ZGoABGPrfrYAAAAICGBaAw==,9,2,0,17,19
ZGoABGPrfrYAAAAICGBaAw==,12,1,3,14,6
ZGoABGPtpJUAAAAISu3UAw==,4,1,5,22,1
ZGoABGPtpJUAAAAISu3UAw==,5,1,6,9,22
ZGoABGPtpJUAAAAISu3UAw==,6,1,0,9,1
ZGoABGPtpJUAAAAISu3UAw==,10,1,6,22,1
ZGoABGPtpJUAAAAISu3UAw==,10,1,6,22,5
ZGoABGPtpJUAAAAISu3UAw==,6,1,0,22,1
ZGoABGPtpJUAAAAISu3UAw==,6,1,0,9,10
ZGoABGPtpJUAAAAISu3UAw==,6,1,0,9,4
ZGoABGPtpJUAAAAISu3UAw==,6,1,0,9,4
ZGoABGPtpJUAAAAISu3UAw==,4,1,5,22,1
ZGoABGQV7GUAAAAKDZ1qAw==,26,1,1,5,12
ZGoABGQV7GUAAAAKDZ1qAw==,1,0,2,5,12
ZGoABGQV7GUAAAAKDZ1qAw==,0,1,1,5,12
ZGoABGQV7GUAAAAKDZ1qAw==,0,1,1,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,19,1,3,5,15
ZGoABGQV7GUAAAAKDZ1qAw==,8,1,6,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,10,2,6,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,26,1,1,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,19,1,3,5,12
ZGoABGQV7GUAAAAKDZ1qAw==,14,1,5,5,6
ZGoABGQV7GUAAAAKDZ1qAw==,19,1,3,5,12
ZGoABGQV7GUAAAAKDZ1qAw==,19,1,3,5,15
ZGoABGQV7GUAAAAKDZ1qAw==,8,1,6,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,8,0,6,23,8
ZGoABGQV7GUAAAAKDZ1qAw==,8,0,6,23,22
ZGoABGQV7GUAAAAKDZ1qAw==,21,1,5,5,22
ZGoABGQV7GUAAAAKDZ1qAw==,21,1,5,5,22
ZGoABGQWGu8AAAAKIsaJAw==,10,1,1,1,21
ZGoABGQWGu8AAAAKIsaJAw==,10,1,1,1,1
ZGoABGQWGu8AAAAKIsaJAw==,10,1,1,1,14
ZGoABGQWGu8AAAAKIsaJAw==,10,1,1,1,21
ZGoABGQWGu8AAAAKIsaJAw==,30,2,0,10,16
ZGoABGQWGu8AAAAKIsaJAw==,30,2,0,10,0
ZGoABGQWGu8AAAAKIsaJAw==,30,2,0,10,23
ZGoABGRNwVMAAAAIBsOPAw==,1,0,2,4,16
ZGoABGRNwVMAAAAIBsOPAw==,0,1,1,4,16
ZGoABGRNwVMAAAAIBsOPAw==,0,1,1,4,16
ZGoABGRNwVMAAAAIBsOPAw==,14,0,5,3,16
ZGoABGRNwVMAAAAIBsOPAw==,6,1,0,3,16
ZGoABGRNwVMAAAAIBsOPAw==,6,1,0,3,16
ZGoABGRNwVMAAAAIBsOPAw==,5,1,6,3,16
ZGoABGRNwVMAAAAIBsOPAw==,5,1,6,3,16
ZGoABWO63bsAAAAJBSDbAw==,24,1,1,12,17
ZGoABWO63bsAAAAJBSDbAw==,29,2,6,12,2
ZGoABWO63bsAAAAJBSDbAw==,5,1,6,12,12
ZGoABWO63bsAAAAJBSDbAw==,5,1,6,12,16
ZGoABWO63bsAAAAJBSDbAw==,5,1,6,12,16
ZGoABWO63bsAAAAJBSDbAw==,8,1,6,12,16
ZGoABWO63bsAAAAJBSDbAw==,3,1,4,12,0
ZGoABWO63bsAAAAJBSDbAw==,3,1,4,12,2
ZGoABWO63bsAAAAJBSDbAw==,28,2,5,12,2
ZGoABWO63bsAAAAJBSDbAw==,27,0,4,12,16
ZGoABWO63bsAAAAJBSDbAw==,27,0,4,12,16
ZGoABWO63bsAAAAJBSDbAw==,27,0,4,12,8
ZGoABWO63bsAAAAJBSDbAw==,15,1,6,22,21
ZGoABWO63bsAAAAJBSDbAw==,15,1,6,22,6
ZGoABWO63bsAAAAJBSDbAw==,19,1,3,12,0
ZGoABWO63bsAAAAJBSDbAw==,5,1,6,12,16
ZGoABWPZljUAAAAIIN7OAw==,30,1,0,10,1
ZGoABWPZljUAAAAIIN7OAw==,22,1,6,15,17
ZGoABWPZljUAAAAIIN7OAw==,1,2,2,15,22
ZGoABWPZljUAAAAIIN7OAw==,16,1,0,15,16
ZGoABWPZljUAAAAIIN7OAw==,16,1,0,15,16
ZGoABWPZljUAAAAIIN7OAw==,19,1,3,10,16
ZGoABWPZljUAAAAIIN7OAw==,29,2,6,10,22
ZGoABWPk+toAAAAIVnl+Aw==,1,1,2,10,22
ZGoABWPk+toAAAAIVnl+Aw==,1,1,2,4,16
ZGoABWPk+toAAAAIVnl+Aw==,1,1,2,4,16
ZGoABWPk+toAAAAIVnl+Aw==,1,1,2,10,15
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,4
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,4
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,13
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,4
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,13
ZGoABWPk+toAAAAIVnl+Aw==,1,1,2,10,16
ZGoABWPk+toAAAAIVnl+Aw==,2,1,3,13,9
ZGoABWPkV9QAAAAILE35Aw==,3,1,4,4,22
ZGoABWPkV9QAAAAILE35Aw==,3,1,4,4,2
ZGoABWPkV9QAAAAILE35Aw==,20,1,4,4,1
ZGoABWPkV9QAAAAILE35Aw==,9,1,0,4,1
ZGoABWPkV9QAAAAILE35Aw==,18,1,2,4,1
ZGoABWPkV9QAAAAILE35Aw==,24,1,1,12,4
ZGoABWPkV9QAAAAILE35Aw==,24,1,1,12,12
ZGoABWRa/EMAAAAJS5/mAw==,28,1,5,10,22
ZGoABWRa/EMAAAAJS5/mAw==,18,1,2,10,22
ZGoABWRa/EMAAAAJS5/mAw==,21,1,5,15,14
ZGoABWRa/EMAAAAJS5/mAw==,18,0,2,15,14
ZGoABWRa/EMAAAAJS5/mAw==,20,1,4,10,22
ZGoABWRa/EMAAAAJS5/mAw==,21,2,5,10,22
ZGoABWRa/EMAAAAJS5/mAw==,24,1,1,10,22
ZGoABWRa/EMAAAAJS5/mAw==,16,1,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,23,1,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,30,1,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,1,1,2,10,22
ZGoABWRa/EMAAAAJS5/mAw==,1,1,2,10,22
ZGoABWRa/EMAAAAJS5/mAw==,30,1,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,18,2,2,15,14
ZGoABWRa/EMAAAAJS5/mAw==,11,1,2,15,14
ZGoABWRa/EMAAAAJS5/mAw==,22,2,6,15,14
ZGoABWRa/EMAAAAJS5/mAw==,0,1,1,15,14
ZGoABWRa/EMAAAAJS5/mAw==,8,1,6,15,14
ZGoABWRa/EMAAAAJS5/mAw==,16,1,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,30,2,0,10,22
ZGoABWRa/EMAAAAJS5/mAw==,3,1,4,10,22
ZGoABWRa/EMAAAAJS5/mAw==,19,1,3,15,14
ZGoABWRa/EMAAAAJS5/mAw==,18,1,2,15,14
ZGoABWRa/EMAAAAJS5/mAw==,2,1,3,15,14
ZGoABWRa/EMAAAAJS5/mAw==,21,0,5,10,22
ZGoABWRa/EMAAAAJS5/mAw==,2,1,3,15,14
ZGoABWRa/EMAAAAJS5/mAw==,2,1,3,15,14
ZGoABWRa/EMAAAAJS5/mAw==,14,1,5,15,14
ZGoABWReNkUAAAALBShSAw==,18,1,2,0,12
ZGoABWReNkUAAAALBShSAw==,17,1,1,0,12
ZGoABWReNkUAAAALBShSAw==,17,1,1,0,8
ZGoABWReNkUAAAALBShSAw==,26,1,1,9,9
